Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
El Diario Nueva York,ElDiarioNY,62890207681,791496,2020-10-03 16:20:42 EDT,Link,16,7,0,1,0,2,0,0,0,,0,0,0,N/A,https://www.facebook.com/ElDiarioNY/posts/10159029606277682,¿Sorpresa? El gobernador Andrew Cuomo ha sufrido una merma en su popularidad ⚠️🤔🔎🗽🇺🇸,https://eldiariony.com/2020/10/03/encuesta-en-nueva-york-biden-32-sobre-trump-y-mayoria-piensa-votar-en-persona-y-no-por-correo/?utm_medium=Social&utm_source=Facebook#Echobox=1601756435,,,Encuesta en Nueva York: Biden 32% sobre Trump y mayoría piensa votar en persona y no por correo |...,,,,26,26
NoticiasYa Nevada,noticiasunivisionnevada,246243391130,72794,2020-08-29 14:00:13 EDT,Link,12,6,0,2,1,3,0,1,1,,0,0,0,N/A,https://www.facebook.com/noticiasunivisionnevada/posts/10158381264261131,"#LasMásLeídas Biden está tomando todas las medidas posibles para enamorar a los latinos. En uno de sus últimos comerciales, utiliza una canción de Alejandro Fernández. Te mostramos el video.",http://notiya.info/k7nrh,https://noticiasya.com/2020/08/28/al-ritmo-de-rancheras-joe-biden-busca-conquistar-a-latinos/,,This is a re-share of a post,,,,26,26
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,448865,2020-10-18 11:00:14 EDT,Link,11,7,2,1,1,4,0,0,0,,0,0,0,N/A,https://www.facebook.com/noticiasunivisioncolorado/posts/10157696747352843,"¡Si pierde deja el país! Si Biden ganará las elecciones, Trump se va de la Casa Blanca y de Estados Unidos… al menos eso dio a entender.",https://noticiasya.com/2020/10/17/donald-trump-dijo-que-dejara-el-pais-si-pierde-las-elecciones/,,,Donald Trump dijo que dejará el país si pierde las elecciones,Trump se burló repetidamente de la candidatura de Biden en las elecciones 2020,,,26,26
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,448142,2020-08-20 23:11:41 EDT,Link,20,0,0,4,0,2,0,0,0,,0,0,0,N/A,https://www.facebook.com/noticiasunivisioncolorado/posts/10157573439477843,#ÚltimaHora: Joe Biden acepta la nominación presidencial demócrata,https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/,,,This is a re-share of a post,,,,26,26
Univision,univision,259955926518,5936357,2020-10-22 20:10:04 EDT,Link,21,4,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/univision/posts/10158382450091519,Hoy es el último cara a cara de los candidatos presidenciales antes de que los estadounidenses acudan a las urnas el 3 de noviembre. #Debates #Debates2020 #Destino2020,https://www.univision.com/noticias/elecciones-en-eeuu-2020/las-4-claves-del-dia-en-la-recta-final-de-la-campana-trump-y-biden-se-ven-las-caras-por-ultima-vez-antes-de-las-elecciones?utm_campaign=Univision&utm_medium=social&utm_source=facebook,,,Las 4 claves del día en la recta final de la campaña: Trump y Biden se ven las caras por última vez antes de las elecciones,"El mandatario Donald Trump y su rival demócrata, Joe Biden, tendrán este jueves su último debate de la campaña presidencial. Te contamos esta y otras claves de este jueves en la cuenta regresiva de las elecciones en EEUU.",,,26,26
Al Dia en America,aldiaea,141658590631,13642,2020-10-09 11:28:43 EDT,Link,19,1,0,3,1,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/aldiaea/posts/10164153075750632,,https://www.aldiaea.net/post/biden-aventaja-por-34-puntos-a-trump-entre-los-votantes-latinos-seg%C3%BAn-pew,,,"Biden aventaja por 34 puntos a Trump entre los votantes latinos, según Pew","Washington, 9 oct (EFE News).- El candidato demócrata a la Presidencia, Joe Biden, tiene el apoyo del 63 % de los posibles votantes latinos, comparado con un 29 % que se inclina por la reelección del presidente Donald Trump, según una encuesta publicada este viernes por el Centro Pew. La amplia v...",,,25,25
El Informador,elinformadorusa,327787777325303,161696,2020-10-05 10:00:18 EDT,Link,19,4,2,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/elinformadorusa/posts/3046459152124805,"🔴 En este acto de campaña, Biden explicará sus planes destinados a «reconstruir mejor la economía para la comunidad latina y las familias trabajadoras».",https://elinformadorusa.com/biden-viaja-por-primera-vez-a-miami-para-recuperar-terreno-entre-los-cubanos/,,,Biden viaja por primera vez a Miami para recuperar terreno entre los cubanos | PERIODICO HISPANO EN MICHIGAN - HISPANIC NEWS PAPER MICHIGAN,"Inicio MUNDO NACIONAL Biden viaja por primera vez a Miami para recuperar terreno entre los... Biden viaja por primera vez a Miami para recuperar terreno entre los cubanos 4 octubre, 2020 4 0 Facebook Twitter Pinterest WhatsApp Miami, 5 oct (ELINFORMADORUSA/EFE).- El candidato demócrata a la Casa Bl...",,,25,25
Hola News Charlotte,holanewscharlotte,191241740910581,68116,2020-09-25 21:48:42 EDT,Link,22,0,0,2,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/holanewscharlotte/posts/3544097752291613,,https://holanews.com/democratas-tras-el-voto-latino-en-carolina-del-norte/,,,Demócratas tras el voto latino en Carolina del Norte • Hola News,"Por: Andry Mora | amora@norsanmedia.com Incentivando el voto latino en las próximas elecciones, este viernes 25 de septiembre se llevó a cabo el evento “Todos con Biden GOT Rally”. En el encuentro, se dieron cita figuras de importancia para el partido azul a nivel nacional y local. Como presen...",,,25,25
Jambalaya News Louisiana,JambalayaNewsLA,136046919759639,32936,2020-08-19 12:20:03 EDT,Link,22,3,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/JambalayaNewsLA/posts/3621680031196293,Joe Biden el candidato de la esperanza para los demócratas.,https://jambalayanews.com/noticias/nacionales/item/21747-joe-biden-ha-sido-nominado-formalmente-esta-madrugada-como-candidato-democrata-a-la-casa-blanca,,,Joe Biden ha sido nominado formalmente esta madrugada como candidato demócrata a la Casa Blanca - Jambalaya News - Louisiana,"Su primera candidatura a la presidencia, allá por 1988, acabó en bochorno: tuvo que abandonar después de que se descubriera que había plagiado el disc...",,,25,25
NY1 Noticias,NY1Noticias,91839349355,65459,2020-09-15 14:49:56 EDT,Link,20,2,0,2,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/NY1Noticias/posts/10158563704934356,De pronto gran parte de la atención nacional está puesta en Florida y en el voto latino ahí –el cual es en general más conservador que el resto del país. Hubo una encuesta en la que Trump sale adelante con los latinos y eso hizo sonar las alarmas en el campo Biden.,https://bit.ly/2ZEeawz?cid=facebook_NY1_Noticias,https://www.ny1noticias.com/nyc/noticias/noticias/2020/09/15/biden-visita-florida-tras-el-voto-latino-que-podria-decidir-eleccion-en-estado-clave,,Biden visita Florida tras el voto latino que podría decidir elección,Trump tiene fuerte apoyo latino en Florida.,,,25,25
Telemundo Nueva Inglaterra,TelemundoNI,125710537471180,207290,2020-10-02 13:31:41 EDT,Link,20,2,1,1,0,0,0,0,1,,0,0,0,N/A,https://www.facebook.com/TelemundoNI/posts/4444739868901537,Joe Biden da negativo a prueba del COVID-19 tras el positivo de Trump https://trib.al/vhqfsEe:=:https://www.telemundonuevainglaterra.com/noticias/eeuu/joe-biden-da-negativo-a-prueba-del-covid-19-tras-el-positivo-de-trump/2074148/,https://trib.al/vhqfsEe,https://www.telemundonuevainglaterra.com/noticias/eeuu/joe-biden-da-negativo-a-prueba-del-covid-19-tras-el-positivo-de-trump/2074148/,,Joe Biden da negativo a prueba del COVID-19 tras el positivo de Trump,"Ambos candidatos estuvieron cara a cara esta semana, durante el debate presidencial celebrado en Cleveland.",,,25,25
Telemundo Chicago,TelemundoChicago,22918318372,543933,2020-09-14 04:24:12 EDT,Link,10,8,0,1,1,5,0,0,0,,0,0,0,N/A,https://www.facebook.com/TelemundoChicago/posts/10158719768033373,La compañera fórmula de Joe Biden también cuestionó la actitud de Trump de ocultar los peligros del coronavirus desde febrero. Mira aquí la entrevista exclusiva. https://trib.al/saKD7I1:=:https://www.telemundochicago.com/noticias/decision/kamala-harris-promete-frenar-las-deportaciones-masivas-en-eeuu-si-gana-con-biden/2119237/,https://trib.al/saKD7I1,https://www.telemundochicago.com/noticias/decision/kamala-harris-promete-frenar-las-deportaciones-masivas-en-eeuu-si-gana-con-biden/2119237/,,"Kamala Harris promete frenar las deportaciones masivas en EEUU, si gana con Biden",,,,25,25
Telemundo Chicago,TelemundoChicago,22918318372,544031,2020-09-03 21:56:19 EDT,Link,18,0,1,3,0,2,0,1,0,,0,0,0,N/A,https://www.facebook.com/TelemundoChicago/posts/10158691091918373,¿Te parece prudente su visita? #DimeAlgo #Kenosha,https://www.telemundochicago.com/noticias/local/cobertura-especial-biden-visita-kenosha-tras-protestas-del-caso-jacob-blake/2117072/,,,Biden visita Kenosha y se reúne con la familia de Jacob Blake,"El viaje, el primero de Biden a Wisconsin durante la campaña de las elecciones generales, tiene como objetivo trazar fuertes contrastes con el presidente Donald Trump.",,,25,25
Telemundo Chicago,TelemundoChicago,22918318372,544056,2020-08-29 21:59:46 EDT,Link,17,2,0,0,1,5,0,0,0,,0,0,0,N/A,https://www.facebook.com/TelemundoChicago/posts/10158677652118373,"“Ustedes se merecen algo mucho mejor que eso”, dijo el candidato presidencial demócrata. https://trib.al/FCZjUAk:=:https://www.telemundochicago.com/noticias/eeuu/biden-acusa-a-trump-de-usar-a-los-militares-para-resolver-sus-vendettas-personales/2116102/",https://trib.al/FCZjUAk,https://www.telemundochicago.com/noticias/eeuu/biden-acusa-a-trump-de-usar-a-los-militares-para-resolver-sus-vendettas-personales/2116102/,,Biden acusa a Trump de usar a los militares para resolver sus “vendettas personales”,,,,25,25
Telemundo Chicago,TelemundoChicago,22918318372,544028,2020-08-19 05:50:47 EDT,Link,14,3,2,4,0,1,0,0,1,,0,0,0,N/A,https://www.facebook.com/TelemundoChicago/posts/10158649425278373,"Una vez finalizado su discurso, apareció en pantalla el virtual candidato a la Casa Blanca, que la abrazó, besó y afirmó: ""Ella es la persona más fuerte que conozco"". https://trib.al/JBdzshk:=:https://www.telemundochicago.com/noticias/decision/jill-biden-destaca-el-amor-y-la-compasion-de-su-esposo/2113094/",https://trib.al/JBdzshk,https://www.telemundochicago.com/noticias/decision/jill-biden-destaca-el-amor-y-la-compasion-de-su-esposo/2113094/,,La esposa de Biden da un discurso enfocado en la familia y en su trabajo como profesora,Jill Biden clausuró la segunda noche de la Convención Nacional Demócrata después de que el partido nominase oficialmente a su marido como candidato.,,,25,25
El Diario Nueva York,ElDiarioNY,62890207681,791474,2020-10-20 08:43:23 EDT,Link,17,2,2,1,0,3,0,0,0,,0,0,0,N/A,https://www.facebook.com/ElDiarioNY/posts/10159077179507682,"La campaña por la reelección aceptó, aunque insiste en que la medida ""beneficia"" al Demócrata 🙄🎤🤔🔎⚠️🇺🇸",https://eldiariony.com/2020/10/20/biden-y-trump-debatiran-con-microfonos-controlados-para-evitar-interrupciones/?utm_medium=Social&utm_source=Facebook#Echobox=1603197798,,,Biden y Trump debatirán con micrófonos controlados para evitar interrupciones | El Diario NY,,,,25,25
Univision,univision,259955926518,5936041,2020-10-21 15:20:04 EDT,Link,17,5,1,1,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/univision/posts/10158379088381519,El debate de este jueves tendrá nuevas reglas para evitar el caos del primer encuentro. #Debates #Debates2020 #Destino2020,https://www.univision.com/noticias/elecciones-en-eeuu-2020/ultimo-debate-presidencial-entre-trump-y-biden-como-verlo-en-espanol-por-univision-y-que-esperar-del-encuentro?utm_campaign=Univision&utm_medium=social&utm_source=facebook,,,Último debate presidencial entre Trump y Biden: cómo verlo en español por Univisión y qué esperar del encuentro,"El cara a cara entre Trump y Biden en Nashville, Tennessee, tendrá nuevas reglas para evitar el caos del primer encuentro que estuvo marcado por las interrupciones entre los candidatos.",,,25,25
La Opinion,LaOpinionLA,211919680353,519024,2020-09-08 10:04:06 EDT,Link,14,3,0,2,0,6,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaOpinionLA/posts/10166094745000354,El primer encuentro entre los candidatos a la presidencia se celebrará el próximo 29 de septiembre,https://laopinion.com/2020/09/07/votantes-creen-que-trump-ganara-a-biden-en-los-debates-segun-encuesta/?utm_medium=Social&utm_source=Facebook#Echobox=1599570598,,,"Votantes creen que Trump ganará a Biden en los debates, según encuesta",,,,25,25
El Mexicano News,elmexicanonews,289005857835087,7943,2020-09-28 11:22:31 EDT,Photo,17,1,2,4,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/elmexicanonews/posts/3411683578900617,"ÚLTIMAS NOTICIAS‼️ -Tom Ridge ex gobernador de Pennsylvania y Republicano de “hueso colorado” dice que su voto es para Biden👊🤚🏽💪🙏👍‼️ BREAKING: WOW! 👏 Lifelong REPUBLICAN and former Pennsylvania Governor Tom Ridge is Ridin' With Biden. Follow us if you are, too!",https://www.facebook.com/elmexicanonews/photos/a.1388300851238910/3411674808901494/?type=3,,"PENNSYLVANIA'S FORMER REPUBLICAN GOVERNOR TOM RIDGE ENDORSES JOE BIDEN: ""Joe Biden will be my first vote for a Democrat. Trump is incapable of leadership. He lacks the empathy, integrity, intellect and maturity to lead. He sows division along political, racial and religious lines. He dismisses the opinions of experts who know far more than he does- in intelligence, military, and public health. Our country has paid dearly in lives lost, social unrest, economic hardship and our standing in the world. It's time to put country over party. It's time to dismiss Donald Trump."" RIDIN' WITH BIDEN",,,,,24,24
Memphis Noticias,memphisnoticias,512230335467075,28384,2020-09-16 23:27:39 EDT,Link,8,6,3,0,1,5,0,1,0,,0,0,0,N/A,https://www.facebook.com/memphisnoticias/posts/3506383152718430,"🚨Evangélicos y católicos ya no ven “tan bueno” a Trump. ➡️ Una encuesta reciente de Fox News de agosto encontró que el apoyo de evangélicos y católicos al presidente Donald Trump ha bajado, aunque no a niveles catastróficos. ➡️ Asimismo, un reporte de The Washington Post cita una encuesta reciente de Vote Common Good, donde se registra un cambio de 11 puntos porcentuales hacia Biden entre los evangélicos y católicos que apoyaron a Trump en 2016. DETALLES: https://bit.ly/3ci5FMR:=:https://memphisnoticias.com/evangelicos-y-catolicos-ya-no-ven-tan-bueno-a-trump/",https://bit.ly/3ci5FMR,https://memphisnoticias.com/evangelicos-y-catolicos-ya-no-ven-tan-bueno-a-trump/,,Evangélicos y católicos ya no ven “tan bueno” a Trump | Memphis Noticias,"Una encuesta reciente de Fox News de agosto encontró que el apoyo de evangélicos y católicos al presidente Donald Trump ha bajado, aunque no a niveles",,,24,24
El Informador,elinformadorusa,327787777325303,160781,2020-08-20 10:00:07 EDT,Link,17,0,0,0,0,3,0,3,1,,0,0,0,N/A,https://www.facebook.com/elinformadorusa/posts/2908486822588706,"⭕️«Durante ocho años, Joe fue el último en la sala cuando me enfrenté a una gran decisión. Me convirtió en un mejor presidente. Tiene el carácter y la experiencia para hacernos un mejor país», afirmará sobre el que fuera su vicepresidente entre 2009 y 2017.",https://elinformadorusa.com/obama-pedira-creer-en-biden-para-dejar-atras-los-tiempos-oscuros-de-trump/,,,Obama pedirá «creer» en Biden para dejar atrás los «tiempos oscuros» de Trump | PERIODICO HISPANO EN MICHIGAN - HISPANIC NEWS PAPER MICHIGAN,"Inicio MUNDO NACIONAL Obama pedirá «creer» en Biden para dejar atrás los «tiempos oscuros» de... Obama pedirá «creer» en Biden para dejar atrás los «tiempos oscuros» de Trump 19 agosto, 2020 4 0 Facebook Twitter Pinterest WhatsApp Ex President Barack Obama. Washington, 20 ago (ELINFORMAD...",,,24,24
El Planeta,ElPlaneta,12177095451,102852,2020-10-16 17:00:51 EDT,Link,20,0,2,0,0,2,0,0,0,,0,0,0,N/A,https://www.facebook.com/ElPlaneta/posts/10159003253825452,Trump vs Biden: Al menos la mitad de los votantes estadounidenses prefiere el enfoque del ex vicepresidente en todos los aspectos de atención médica.,https://elplaneta.com/news/2020/oct/16/temas-de-salud-votantes-prefieren-a-biden/,,,"Al sopesar los temas de salud, la mayoría de los votantes se inclinan hacia Biden",Un 51% del electorado prefiere el plan de Biden para desarrollar y distribuir una vacuna para COVID-19. Foto: Redes Joe Biden,,,24,24
Telemundo Wisconsin,TelemundoWisconsin,193901736924,26112,2020-09-03 12:58:50 EDT,Photo,23,0,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/TelemundoWisconsin/posts/10157776732406925,Visita de Joe Biden a Wisconsin https://telemundowi.com/news/visita-de-joe-biden-a-wisconsin,https://www.facebook.com/TelemundoWisconsin/photos/a.193937996924/10157776731706925/?type=3,,,,,,,24,24
Aldiadallas,aldiadallas,87179074225,62166,2020-10-22 22:30:30 EDT,Link,12,4,4,1,3,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/aldiadallas/posts/10157770755769226,⭕️ | Puerto Rico podría ser crucial en elecciones presidenciales de Estados Unidos. Aquí los detalles.,https://www.dallasnews.com/espanol/al-dia/estados-unidos/2020/10/19/puerto-rico-podria-ser-crucial-en-elecciones-presidenciales-de-estados-unidos/,,,Puerto Rico podría ser crucial en elecciones presidenciales de Estados Unidos,San Juan — Las campañas del presidente Donald Trump y de su rival demócrata Joe Biden intentan atraer simpatizantes en un lugar donde los ciudadanos...,,,24,24
Aldiadallas,aldiadallas,87179074225,61546,2020-09-13 17:02:27 EDT,Link,18,2,1,0,3,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/aldiadallas/posts/10157687680799226,⭕️| Donald Trump vs. Joe Biden: El teatro político en torno a la pandemia.,https://www.dallasnews.com/espanol/al-dia/estados-unidos/2020/09/09/donald-trump-vs-joe-biden-el-teatro-politico-en-torno-a-la-pandemia/,,,Donald Trump vs. Joe Biden: El teatro político en torno a la pandemia,"Winston-Salem, Carolina del Norte — Carolina del Norte no permite reuniones de más de 50 personas para evitar la propagación del coronavirus. Pero no se lo...",,,24,24
Al DÍA News Media,ALDIANews,527107927342776,8640,2020-09-27 16:00:29 EDT,Link,22,1,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/ALDIANews/posts/3252998644753677,Rep. Alexandria Ocasio-Cortez (D- NY) has managed to unify Democratic moderates and leftist on the issue of the late Justice Ruth Bader Ginsburg. Photo: U.S. Magazine https://aldianews.com/articles/politics/alexandria-ocasio-cortezs-call-action-unifies-democratic-moderates-and-leftists:=:https://aldianews.com/articles/politics/alexandria-ocasio-cortezs-call-action-unifies-democratic-moderates-and #AOC #ALEXANDRIAOCASIOCORTEZ #CHUCKSCHUMER,https://aldianews.com/articles/politics/alexandria-ocasio-cortezs-call-action-unifies-democratic-moderates-and-leftists,https://aldianews.com/articles/politics/alexandria-ocasio-cortezs-call-action-unifies-democratic-moderates-and,,Alexandria Ocasio-Cortez’s call to action unifies Democratic moderates and progressives,"AOC calls for party unity, perhaps in a way Biden has failed to do during his run for President.",,,24,24
El Mundo Newspaper,ElMundoNewspaper,119402444767835,36514,2020-10-22 22:02:54 EDT,Status,19,0,0,1,0,4,0,0,0,,0,0,0,N/A,https://www.facebook.com/ElMundoNewspaper/posts/4642243855816982,📌 Joe Biden hace bien cuando mira a la cámara cuando comparte una propuesta y advierte lo que podría provocar cuatro años mas de la Administración Trump. #Debate2020,,,,,,,,24,24
TELEMUNDO LAS VEGAS,TELEMUNDOLASVEGAS,182653188441402,147747,2020-10-17 03:38:57 EDT,Link,16,1,1,4,0,1,0,1,0,,0,0,0,N/A,https://www.facebook.com/TELEMUNDOLASVEGAS/posts/4753983307975011,"“La comunidad latina va a determinar lo que va a pasar en esta elección”, afirmó Jennifer López. Mira el video aquí. https://trib.al/9tTfS3O:=:https://www.telemundolasvegas.com/entretenimiento/entretenimiento-destacados/j-lo-y-a-rod-dan-su-apoyo-a-biden-en-charla-virtual-con-el-candidato-democrata-y-su-esposa/2104797/",https://trib.al/9tTfS3O,https://www.telemundolasvegas.com/entretenimiento/entretenimiento-destacados/j-lo-y-a-rod-dan-su-apoyo-a-biden-en-charla-virtual-con-el-candidato-democrata-y-su-esposa/2104797/,,J.Lo y A-Rod apoyan a Biden en charla virtual con el candidato demócrata y su esposa,"“La comunidad latina va a determinar lo que va a pasar en esta elección”, afirmó Jennifer López.",,,24,24
Telemundo 47,Telemundo47,254932813632,993506,2020-10-19 00:01:46 EDT,Link,10,11,2,0,0,0,0,0,1,,0,0,0,N/A,https://www.facebook.com/Telemundo47/posts/10158650349733633,La espera para conocer quién será el ganador de las elecciones presidenciales pudiera no acabar la noche del 3 de noviembre. Te explicamos las razones. https://trib.al/4OeoYq3:=:https://www.telemundo47.com/noticias/decision/elecciones-2020-por-que-pudiera-no-haber-un-ganador-la-noche-de-las-elecciones/2107388/,https://trib.al/4OeoYq3,https://www.telemundo47.com/noticias/decision/elecciones-2020-por-que-pudiera-no-haber-un-ganador-la-noche-de-las-elecciones/2107388/,,¿Trump o Biden? Por qué pudiera no haber un ganador la noche de las elecciones,Funcionarios de varios estados alertan que es muy posible que haya que esperar más tiempo para conocer los resultados.,,,24,24
Agencia EFE,AgenciaEFEnoticias,182338378632175,52613,2020-08-28 01:52:32 EDT,Link,6,0,2,0,0,10,0,6,0,,0,0,0,N/A,https://www.facebook.com/AgenciaEFEnoticias/posts/1442849689247698,"El presidente estadounidense, Donald Trump, pide la concesión de un segundo mandato para ""salvar"" a Estados Unidos de un Partido Demócrata que describió como un ""movimiento radical"" y ""socialista"" cuyo candidato presidencial, Joe Biden, ""destruiría"" el sueño americano.",https://www.efe.com/efe/espana/portada/trump-pide-ser-reelegido-para-salvar-a-ee-uu-de-los-peligros-la-izquierda/10010-4329518,,,"Trump pide ser reelegido para ""salvar"" a EE.UU. de los peligros de la izquierda","El presidente estadounidense, Donald Trump, pidió este jueves la concesión de un segundo mandato para ""salvar"" a Estados Unidos de un Partido Demócrata que describió como un ""movimiento radical"" y ""so",,,24,24
El Diario Nueva York,ElDiarioNY,62890207681,791476,2020-10-16 19:05:25 EDT,Live Video Complete,19,2,1,1,0,0,1,0,0,original,2440,2474,0,00:26:04,https://www.facebook.com/ElDiarioNY/posts/1434628430074689,"Trump y Biden se enfrentan on line en diferentes lugares. Barcelona al dia. Dodgers y Astros al borde de la eliminación. Lopez y Lomachenko , la pelea.",https://www.facebook.com/ElDiarioNY/videos/1434628430074689/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FElDiarioNY%2Fvideos%2F1434628430074689%2F,,DODGERS Y ASTROS EN SITUACION LIMITE,,,,24,24
El Diario Nueva York,ElDiarioNY,62890207681,791474,2020-10-20 14:15:43 EDT,Link,15,6,2,0,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/ElDiarioNY/posts/10159078071707682,Hay mucha desinformación sobre el tema,https://eldiariony.com/2020/10/20/biden-aumentara-los-impuestos-de-todos-la-respuesta-es-no-solo-de-los-mas-ricos/?utm_medium=Social&utm_source=Facebook#Echobox=1603213608,,,"¿Biden aumentará los impuestos de todos? La respuesta es no, sólo de los más ricos",,,,24,24
El Diario Nueva York,ElDiarioNY,62890207681,791554,2020-10-08 14:26:19 EDT,Link,14,4,0,0,2,4,0,0,0,,0,0,0,N/A,https://www.facebook.com/ElDiarioNY/posts/10159043397217682,"""Te sientas detrás de una computadora y luego te cortan cuando quieren”, reaccionó furioso al anuncio del nuevo formato 🤔😳😷🤕🆘🇺🇸",https://eldiariony.com/2020/10/08/trump-rechaza-perder-tiempo-en-debate-virtual-con-biden-para-evitar-riesgos-de-coronavirus/?utm_medium=Social&utm_source=Facebook#Echobox=1602181572,,,Trump rechaza “perder tiempo” en debate virtual con Biden para evitar riesgos de coronavirus,,,,24,24
El Diario Nueva York,ElDiarioNY,62890207681,791558,2020-10-07 18:01:05 EDT,Link,21,1,1,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/ElDiarioNY/posts/10159040969387682,Puedes ver aquí la trasmisión de Univision en español del debate entre el vicepresidente Mike Pence y la aspirante demócrata Kamala Harris,https://eldiariony.com/2020/10/07/en-vivo-y-en-espanol-sigue-el-debate-de-kamala-harris-y-mike-pence-aqui/?utm_medium=Social&utm_source=Facebook#Echobox=1602107193,,,EN VIVO Y EN ESPAÑOL: Sigue el debate de Kamala Harris y Mike Pence aquí,,,,24,24
NoticiasYa Nevada,noticiasunivisionnevada,246243391130,72789,2020-08-31 13:52:16 EDT,Native Video,15,3,1,2,0,2,0,0,1,share,815,22241,0,00:21:40,https://www.facebook.com/noticiasunivisionnevada/posts/10158386604031131,"Desde Pittsburg, Pensilvania, el candidato demócrata Joe Biden habla sobre la violencia en ciudades del país. notiya.info/fmm1e:=:https://noticiasya.com/2020/08/31/violencia-durante-protestas-callejeras-es-tema-central-de-campanas/",https://www.facebook.com/politicaya/videos/949364148877516/,,,Política Ya,"Desde Pittsburg, Pensilvania, el candidato demócrata Joe Biden habla sobre la violencia en ciudades del país. notiya.info/fmm1e:=:https://noticiasya.com/2020/08/31/violencia-durante-protestas-callejeras-es-tema-central-de-campanas/",,,24,24
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,447993,2020-08-18 22:30:11 EDT,Link,18,4,0,0,0,1,0,0,1,,0,0,0,N/A,https://www.facebook.com/noticiasunivisioncolorado/posts/10157569093357843,Joe Biden ya es el candidato oficial demócrata a las elecciones de noviembre.,https://noticiasya.com/2020/08/18/en-vivo-bill-clinton-y-jimmy-carter-en-convencion-nacional-democrata/,,,This is a re-share of a post,,,,24,24
Univision,univision,259955926518,5931778,2020-10-05 19:50:03 EDT,Link,22,1,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/univision/posts/10158338888876519,"Dr. Jill Biden contó que ella y Joe Biden se han hecho varias pruebas, además de desear la pronta recuperación de Trump y su esposa.",https://www.univision.com/shows/el-gordo-y-la-flaca/jill-biden-revela-a-el-gordo-y-la-flaca-como-reacciono-con-su-esposo-tras-saber-que-donald-trump-tiene-coronavirus-video?utm_campaign=Univision&utm_medium=social&utm_source=facebook,,,Jill Biden revela a El Gordo y La Flaca cómo reaccionó con su esposo tras saber que Donald Trump tiene coronavirus,"La esposa del candidato a la presidencia Joe Biden estuvo en el estudio junto a Lili y Raúl, y contó cómo recibió la pareja la noticia del diagnóstico del mandatario, dado a conocer apenas unos días después del evento en el que debatieron. Jill Biden detalló si se realizará el segundo debat...",,,24,24
La Opinion,LaOpinionLA,211919680353,519466,2020-10-05 19:15:41 EDT,Link,11,4,1,0,1,7,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaOpinionLA/posts/10166282052270354,La visita de Joe Biden calentó los ánimos de electores en la región,https://laopinion.com/2020/10/05/abajo-el-comunismo-y-abajo-el-payaso-la-pelea-de-dos-cubanos-en-miami/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1601938541,,,"“Abajo el comunismo” y “Abajo el payaso”, la pelea de dos cubanos en Miami",,,,24,24
La Opinion,LaOpinionLA,211919680353,518340,2020-08-19 23:48:28 EDT,Link,17,2,1,4,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaOpinionLA/posts/10165962222050354,La senadora californiana Kamala Harris será la número dos de Joe Biden,https://laopinion.com/2020/08/19/kamala-harris-acepta-la-candidatura-democrata-a-la-vicepresidencia-estamos-preparados/?utm_medium=Social&utm_source=Facebook#Echobox=1597894337,,,Kamala Harris acepta la candidatura demócrata a la Vicepresidencia: “Estamos preparados”,,,,24,24
